"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 18 21:27:10 UTC 2021","Thu Feb 18 21:27:10 UTC 2021","132","","io.github.ricardorlg.devicefarm.tractor.controller.services.DefaultDeviceFarmUploadArtifactsHandlerTest","","","","When deleting an Upload it should return a DeleteUploadResponse as a right",""
"passed","Thu Feb 18 21:27:10 UTC 2021","Thu Feb 18 21:27:10 UTC 2021","4","","io.github.ricardorlg.devicefarm.tractor.controller.services.DefaultDeviceFarmUploadArtifactsHandlerTest","","","","When uploading artifact to S3, any error should be returned as a left",""
"passed","Thu Feb 18 21:27:14 UTC 2021","Thu Feb 18 21:27:14 UTC 2021","3","","io.github.ricardorlg.devicefarm.tractor.controller.WhenUploadingArtifactsToDeviceFarm","","","","It should return a DeviceFarmTractorError when creating the upload fails",""
"passed","Thu Feb 18 21:27:13 UTC 2021","Thu Feb 18 21:27:13 UTC 2021","40","","io.github.ricardorlg.devicefarm.tractor.runner.DeviceFarmTractorRunnerTest","","","","When running a test in device farm, it should have the app performance monitoring enable by default",""
"passed","Thu Feb 18 21:27:11 UTC 2021","Thu Feb 18 21:27:11 UTC 2021","10","","io.github.ricardorlg.devicefarm.tractor.factory.DeviceFarmTractorFactoryTest","","","","When accessKeyId, secretAccessKey and region name are provided, it should return a runner that uses a device farm client with basic credentials and the provided region",""
"passed","Thu Feb 18 21:27:09 UTC 2021","Thu Feb 18 21:27:10 UTC 2021","25","","io.github.ricardorlg.devicefarm.tractor.controller.services.DefaultDeviceFarmUploadArtifactsHandlerTest","","","","When uploading artifact to S3, it should return a right when upload result has OK status",""
"passed","Thu Feb 18 21:27:13 UTC 2021","Thu Feb 18 21:27:13 UTC 2021","17","","io.github.ricardorlg.devicefarm.tractor.controller.WhenDownloadingAwsDeviceFarmArtifacts","","","","It should log a message when the searched artifact type is not found in the job artifacts",""
"passed","Thu Feb 18 21:27:12 UTC 2021","Thu Feb 18 21:27:12 UTC 2021","9","","io.github.ricardorlg.devicefarm.tractor.runner.DeviceFarmTractorRunnerTest","","","","When running a test in device farm, it should throw an error when no app path is provided",""
"passed","Thu Feb 18 21:27:12 UTC 2021","Thu Feb 18 21:27:12 UTC 2021","5","","io.github.ricardorlg.devicefarm.tractor.runner.DeviceFarmTractorRunnerTest","","","","When running a test in device farm by default the capture video configuration should be enabled",""
"passed","Thu Feb 18 21:27:09 UTC 2021","Thu Feb 18 21:27:09 UTC 2021","27","","io.github.ricardorlg.devicefarm.tractor.controller.services.DefaultDeviceFarmUploadArtifactsHandlerTest","","","","When creating AWS device farm upload, project ARN is mandatory, a left should be returned if not provided",""
"passed","Thu Feb 18 21:27:13 UTC 2021","Thu Feb 18 21:27:13 UTC 2021","2","","io.github.ricardorlg.devicefarm.tractor.utils.HelperMethodsTest","","","","When Upload type is not Android,IOS or Appium, and file does not have .zip extension an error is returned",""
"passed","Thu Feb 18 21:27:10 UTC 2021","Thu Feb 18 21:27:10 UTC 2021","3","","io.github.ricardorlg.devicefarm.tractor.controller.services.DefaultDeviceFarmUploadArtifactsHandlerTest","","","","When deleting an Upload if non-200 response is received then an error should be returned as a left",""
"passed","Thu Feb 18 21:27:14 UTC 2021","Thu Feb 18 21:27:14 UTC 2021","36","","io.github.ricardorlg.devicefarm.tractor.controller.WhenDownloadingAwsDeviceFarmArtifacts","","","","It should download the recorded videos and test reports even if any of them fails",""
"passed","Thu Feb 18 21:27:11 UTC 2021","Thu Feb 18 21:27:11 UTC 2021","37","","io.github.ricardorlg.devicefarm.tractor.factory.DeviceFarmTractorFactoryTest","","","","When only secretAccessKey is provided, it should return a runner that uses a device farm client with default configuration",""
"passed","Thu Feb 18 21:27:09 UTC 2021","Thu Feb 18 21:27:09 UTC 2021","166","","io.github.ricardorlg.devicefarm.tractor.controller.services.DefaultDeviceFarmTractorLoggerTest","","","","error messages should be logged using Kotlin Logging lib",""
"passed","Thu Feb 18 21:27:13 UTC 2021","Thu Feb 18 21:27:13 UTC 2021","3","","io.github.ricardorlg.devicefarm.tractor.controller.WhenDownloadingAwsDeviceFarmArtifacts","","","","It should return an ErrorDownloadingArtifact when there is a problem saving the artifact on disk",""
"passed","Thu Feb 18 21:27:13 UTC 2021","Thu Feb 18 21:27:13 UTC 2021","5","","io.github.ricardorlg.devicefarm.tractor.utils.HelperMethodsTest","","","","When Android upload type is used, and file does not have .apk extension an error is returned",""
"passed","Thu Feb 18 21:27:12 UTC 2021","Thu Feb 18 21:27:12 UTC 2021","6","","io.github.ricardorlg.devicefarm.tractor.runner.DeviceFarmTractorRunnerTest","","","","When running a test in device farm it should use the correct paths for the different upload types",""
"passed","Thu Feb 18 21:27:10 UTC 2021","Thu Feb 18 21:27:10 UTC 2021","4","","io.github.ricardorlg.devicefarm.tractor.controller.services.DefaultDeviceFarmUploadArtifactsHandlerTest","","","","When fetching an AWS device farm upload, any error should be returned as a left",""
"passed","Thu Feb 18 21:27:08 UTC 2021","Thu Feb 18 21:27:08 UTC 2021","9","","io.github.ricardorlg.devicefarm.tractor.controller.services.DefaultDeviceFarmRunsHandlerTest","","","","When an error happens scheduling the run, it should return an ErrorSchedulingRun as a left",""
